id,measured,predicted
CHEMBL187092,8.2,7.584912499999981
CHEMBL1784336,7.96,7.078670833333315
CHEMBL5851590,7.96,7.698862500000007
CHEMBL4874034,7.92,7.696337499999974
CHEMBL5851756,7.9,7.780487500000039
CHEMBL5740606,7.9,7.549487499999997
CHEMBL5968483,7.9,7.309825773809516
CHEMBL6030162,7.85,7.505937500000004
CHEMBL5760423,7.82,7.378843749999999
CHEMBL5932436,7.8,7.412432142857122
CHEMBL5849058,7.75,7.631200000000024
CHEMBL5843828,7.72,7.716287500000022
CHEMBL1767005,7.7,7.26394999999999
CHEMBL1784369,7.7,6.9636630952380925
CHEMBL5962512,7.7,7.586464999999989
CHEMBL4856943,7.66,7.448724999999992
CHEMBL4868710,7.66,7.356018750000012
CHEMBL5996710,7.66,7.6425124999999925
CHEMBL6029579,7.66,7.664365000000007
CHEMBL6064042,7.62,7.4825899999999885
CHEMBL3358156,7.58,7.038808333333314
CHEMBL5949991,7.55,7.213269999999999
CHEMBL2164121,7.52,6.428123750000006
CHEMBL1784363,7.51,6.617941666666663
CHEMBL6065607,7.5,7.331655833333335
CHEMBL4854306,7.47,7.055469166666669
CHEMBL5798459,7.47,7.415312499999999
CHEMBL6061135,7.47,7.350516666666665
CHEMBL5958035,7.46,7.362387500000019
CHEMBL4589438,7.45,7.348493333333327
CHEMBL5801234,7.44,7.353468749999985
CHEMBL6036531,7.43,7.069733333333333
CHEMBL6003300,7.43,7.360508333333325
CHEMBL5920727,7.43,7.34992202380952
CHEMBL6019951,7.43,7.104768333333315
CHEMBL5842127,7.43,7.239599999999963
CHEMBL5949849,7.43,7.373399999999971
CHEMBL5917303,7.43,7.357920833333302
CHEMBL6036185,7.43,7.013997261904715
CHEMBL5784711,7.43,7.093382083333292
CHEMBL5793217,7.42,7.473149999999997
CHEMBL5880374,7.4,7.325467857142863
CHEMBL4094455,7.37,8.736549999999996
CHEMBL5869494,7.37,7.243025
CHEMBL5932752,7.34,7.356406666666653
CHEMBL5816915,7.32,7.358574999999997
CHEMBL5839775,7.32,7.283958333333346
CHEMBL4862188,7.31,7.242438333333331
CHEMBL2163735,7.3,6.312324999999999
CHEMBL2164120,7.3,6.643476249999993
CHEMBL5856297,7.3,7.215783333333337
CHEMBL6040292,7.3,7.266210833333343
CHEMBL5895986,7.3,7.296393333333315
CHEMBL5878646,7.28,7.084859166666663
CHEMBL6032427,7.28,6.906109166666678
CHEMBL5853565,7.28,7.336706666666652
CHEMBL5809828,7.28,7.48895
CHEMBL4877662,7.25,7.313733749999996
CHEMBL5992754,7.25,7.061786666666669
CHEMBL5986081,7.22,7.218429583333336
CHEMBL1784370,7.21,6.821493333333323
CHEMBL5873922,7.21,6.9670104662698416
CHEMBL5793642,7.21,7.295162500000007
CHEMBL5864271,7.21,7.044154166666678
CHEMBL2164111,7.16,6.1491437500000075
CHEMBL5760303,7.16,6.907142916666686
CHEMBL5883065,7.16,6.662141666666677
CHEMBL5974913,7.13,7.373441666666686
CHEMBL5924925,7.12,7.168925000000039
CHEMBL5854868,7.12,7.091150416666623
CHEMBL5871245,7.12,7.270399999999964
CHEMBL5750020,7.12,7.668220357142889
CHEMBL5951547,7.12,7.427895833333317
CHEMBL6013420,7.12,6.846377083333336
CHEMBL5869485,7.11,7.100333333333322
CHEMBL5836388,7.1,7.1157749999999975
CHEMBL5990654,7.07,7.184469166666677
CHEMBL2164113,7.05,5.986525
CHEMBL8943,7.03,6.632360714285718
